Full Name,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards,ROI,FPL_Metric
Jeffrey Schlupp,2,2,324,0.0,0.0,9,0.32,86417,,,0,0,-3,3,257.6,139,96,,,0,3,0.0,0.0,0,1.11,0.04,4.08,0.15,2.97,37.03,1.32,0.11,Jeffrey,1.8,187,85,38,1.35,3,97.9,135,84,161,False,404.6,162,67,2528,Personal Reasons - Expected back 01 Jul,2023-05-12T15:00:08.782884Z,5.0,300,180,0,0,,0,,86417.jpg,2.6,209,79,0,0,0.0,Schlupp,0.1,434,157,False,,30,1.07,i,7,31,314.0,115,74,89,26289,0,35429,0,0.4,18.9,Schlupp,7,0.52,46.28
Emiliano Buendía Stati,3,8,370,,,11,0.41,195546,,,0,0,-3,3,546.3,49,40,,,0,3,2.0,1.8,1,3.95,0.15,10.27,0.39,6.32,36.65,1.37,0.24,Emiliano,1.8,202,96,34,1.27,5,156.6,59,40,42,False,438.2,141,60,2404,,,6.0,83,45,0,0,,0,,195546.jpg,3.1,146,60,0,0,0.0,Buendía Stati,0.7,220,73,False,,27,1.01,a,2,7,580.0,50,31,117,274210,0,260297,0,0.3,20.5,Buendía,0,0.5166666666666667,60.45
Raheem Sterling,4,9,274,50.0,50.0,5,0.24,103955,,,0,0,-3,3,479.8,62,51,,,2,3,2.0,2.1,5,3.22,0.15,9.43,0.45,6.21,27.83,1.33,0.3,Raheem,4.7,32,19,27,1.29,6,146.8,69,49,304,False,388.2,172,71,1886,Hamstring injury - 50% chance of playing,2023-05-25T22:00:12.474077Z,7.0,7,4,0,0,,0,,103955.jpg,3.6,98,43,0,0,0.0,Sterling,3.4,96,30,False,,23,1.1,d,6,8,603.0,42,26,101,1432352,0,1817823,0,0.5,10.4,Sterling,4,0.5142857142857143,51.94285714285715
Mohamed Salah,13,23,651,,,13,0.36,118748,,,0,0,1,-1,869.9,15,13,2.0,,6,3,10.0,9.3,5,7.03,0.19,28.04,0.76,21.01,47.47,1.3,0.57,Mohamed,8.3,2,1,45,1.23,19,353.7,3,1,283,True,1046.2,5,1,3290,,,12.5,1,1,0,2,2.0,0,,118748.jpg,6.3,5,1,0,0,0.0,Salah,37.2,4,2,False,,37,1.01,a,12,14,1620.0,3,1,239,6974743,0,8866317,0,0.6,18.2,Salah,2,0.504,120.456
Jordan Ayew,3,4,332,,,8,0.27,80146,,,0,0,-3,3,465.5,65,54,,,2,3,3.8,3.4,2,2.52,0.08,5.65,0.18,3.13,41.13,1.37,0.1,Jordan,3.4,73,37,41,1.36,4,138.7,77,55,159,False,490.8,118,52,2708,,,5.5,156,85,0,0,,0,,80146.jpg,2.7,200,77,0,0,0.0,Ayew,0.4,288,96,False,,31,1.03,a,7,31,429.0,78,50,104,101259,0,96163,0,0.7,20.0,J.Ayew,5,0.49090909090909096,51.05454545454546
Vitalii Mykolenko,1,4,449,75.0,75.0,7,0.24,224967,,,0,0,-4,4,307.0,115,20,,,1,2,1.0,0.8,0,0.91,0.03,1.45,0.05,0.54,53.67,1.82,0.02,Vitalii,0.6,319,100,46,1.56,0,93.4,142,28,194,False,504.8,113,37,2653,Thigh injury - 75% chance of playing,2023-05-14T20:00:08.992901Z,4.5,639,181,0,0,,0,,224967.jpg,2.2,269,97,0,0,0.0,Mykolenko,0.6,250,88,False,,30,1.02,d,8,11,120.0,247,64,75,295596,0,276623,0,0.1,18.3,Mykolenko,4,0.48888888888888893,36.66666666666667
Marcos Senesi,0,5,462,100.0,100.0,5,0.18,221466,,,0,0,-1,1,78.7,321,105,,,1,2,0.5,0.5,1,0.35,0.01,2.01,0.07,1.66,47.62,1.72,0.06,Marcos,1.0,275,89,55,1.99,2,77.5,184,47,576,False,586.0,81,22,2489,,2023-04-05T08:30:07.283060Z,4.5,507,113,0,0,,0,,221466.jpg,2.2,273,100,0,0,0.0,Senesi,0.2,358,133,False,,29,1.05,a,3,91,109.0,264,73,69,74057,0,60112,0,0.2,15.7,Senesi,7,0.48888888888888893,33.733333333333334
Mason Mount,4,8,277,50.0,50.0,8,0.44,184341,,,0,0,-8,8,463.1,66,55,3.0,,2,3,-0.2,-0.2,0,2.81,0.15,4.78,0.26,1.97,23.53,1.29,0.11,Mason,0.0,775,338,21,1.15,3,117.2,99,69,142,False,331.4,207,86,1644,Pelvic - 50% chance of playing,2023-04-25T13:30:08.341862Z,7.0,34,18,0,0,3.0,0,,184341.jpg,3.4,119,51,0,0,0.0,Mount,3.4,97,31,False,,20,1.09,d,6,8,376.0,97,61,82,2177297,0,2792751,0,0.0,11.4,Mount,4,0.4857142857142857,39.82857142857143
Danny Welbeck,5,5,296,100.0,100.0,6,0.29,50175,,,0,0,0,0,390.6,84,7,,,1,4,3.3,2.9,0,1.65,0.08,10.24,0.5,8.59,26.45,1.29,0.42,Danny,2.9,98,16,28,1.37,6,155.4,61,14,103,False,378.2,185,17,1844,,2023-04-24T10:00:08.094660Z,6.0,53,23,0,0,3.0,0,,50175.jpg,2.9,177,23,0,0,0.0,Welbeck,2.1,131,20,False,,21,1.02,a,5,36,782.0,28,13,91,682148,0,572874,0,0.4,14.0,Welbeck,0,0.48333333333333334,43.983333333333334
Matheus Luiz Nunes,1,5,338,100.0,100.0,11,0.4,465351,6.0,,0,0,-2,2,405.0,81,65,,,0,3,1.3,1.1,1,1.38,0.05,3.79,0.14,2.41,41.19,1.5,0.09,Matheus Luiz,1.6,220,106,38,1.39,1,108.6,111,73,589,False,370.2,191,79,2467,,2023-04-08T22:30:08.740100Z,5.0,292,175,0,0,,0,,465351.jpg,2.4,245,92,1,0,0.0,Nunes,0.1,400,142,False,,30,1.09,a,20,39,310.0,118,76,80,70779,0,62124,0,0.3,16.7,Matheus,2,0.48,38.4
João Palhinha Gonçalves,0,5,379,100.0,100.0,9,0.26,154296,,,0,0,-1,1,141.8,232,140,,,1,3,2.0,1.8,1,0.39,0.01,3.32,0.09,2.93,56.38,1.63,0.08,João,1.8,193,88,43,1.25,3,104.2,118,76,220,False,560.4,92,42,3108,,2023-02-24T23:00:08.255151Z,5.0,232,132,1,0,,0,,154296.jpg,2.4,246,93,0,0,0.0,Palhinha Gonçalves,0.3,342,117,False,,35,1.01,a,9,54,336.0,109,69,83,87593,0,89506,0,0.4,16.9,Palhinha,14,0.48,39.839999999999996
Antony Matheus dos Santos,2,4,262,25.0,25.0,12,0.6,467169,,,0,0,-2,2,421.0,75,63,,,1,3,0.6,0.5,0,2.42,0.12,9.07,0.45,6.65,25.37,1.27,0.33,Antony Matheus,2.1,156,74,21,1.05,4,137.1,78,56,609,False,322.0,208,87,1803,Ankle injury - 25% chance of playing,2023-05-25T22:00:13.609369Z,7.0,31,15,0,0,,0,,467169.jpg,3.3,126,54,0,0,0.0,dos Santos,3.4,98,32,False,,23,1.15,d,14,1,633.0,39,24,82,1802804,0,1559211,0,0.3,11.2,Antony,5,0.4714285714285714,38.65714285714286
Son Heung-min,6,8,471,100.0,100.0,9,0.28,85971,1.0,,0,0,-5,5,829.3,18,15,1.0,,1,3,4.0,4.2,5,4.56,0.14,14.36,0.45,9.8,42.74,1.33,0.31,Son,4.2,48,26,55,1.72,10,244.7,16,11,428,False,709.2,42,17,2886,,2022-11-02T00:00:07.969471Z,9.0,5,3,0,0,3.0,0,,85971.jpg,4.2,44,21,0,0,0.0,Heung-min,6.4,62,21,False,,33,1.03,a,18,6,910.0,19,9,152,1754591,0,3349584,0,0.4,13.2,Son,2,0.4666666666666667,70.93333333333334
Nélson Cabral Semedo,1,5,424,100.0,100.0,8,0.27,200402,,,0,0,0,0,226.5,159,35,,,1,2,1.0,0.7,0,0.91,0.03,1.44,0.05,0.53,50.02,1.71,0.02,Nélson,1.2,259,82,43,1.47,0,74.4,202,58,482,False,443.4,138,47,2633,,2023-04-29T20:30:07.718230Z,4.5,199,25,0,0,,0,,200402.jpg,2.1,297,107,1,0,0.0,Cabral Semedo,0.6,236,82,False,,31,1.06,a,20,39,79.0,306,97,75,194095,0,150977,0,0.2,15.0,Semedo,11,0.4666666666666667,35.0
Youri Tielemans,3,6,461,100.0,100.0,6,0.23,166989,3.0,,0,0,-4,4,458.3,68,57,2.0,,0,3,2.0,2.8,6,2.99,0.11,5.49,0.21,2.5,45.82,1.76,0.1,Youri,2.8,110,56,49,1.88,3,116.2,102,71,259,False,512.2,111,48,2341,,2023-02-27T17:00:08.594939Z,6.0,64,33,0,1,4.0,0,,166989.jpg,2.8,190,74,0,0,0.0,Tielemans,1.2,178,58,False,,27,1.04,a,10,13,190.0,187,111,86,236575,0,363961,0,0.5,14.1,Tielemans,4,0.4666666666666666,40.133333333333326
Amadou Onana,3,2,300,100.0,100.0,9,0.33,449871,,,0,0,-3,3,295.1,120,88,,,0,3,2.0,2.3,3,1.66,0.06,4.61,0.17,2.95,47.89,1.73,0.11,Amadou,1.8,191,87,37,1.34,1,92.0,145,88,577,False,347.2,202,82,2486,,2023-04-15T22:00:07.909541Z,5.0,323,196,0,0,,0,,449871.jpg,2.3,259,97,0,0,0.0,Onana,0.1,407,146,False,,29,1.05,a,8,11,280.0,129,79,77,67708,0,62057,0,0.4,16.4,Onana,9,0.45999999999999996,35.419999999999995
Enzo Fernández,2,1,265,100.0,100.0,3,0.17,448047,,,0,0,0,0,307.3,114,83,4.0,,0,3,1.1,1.2,2,2.64,0.15,3.42,0.2,0.78,24.91,1.45,0.05,Enzo,1.7,207,99,25,1.45,0,67.1,224,110,724,False,298.2,225,97,1547,,2023-02-03T02:30:09.546920Z,5.0,212,119,0,0,,0,,448047.jpg,2.3,263,99,0,0,0.0,Fernández,0.8,209,70,False,,18,1.05,a,6,8,64.0,329,163,42,320254,0,240392,0,0.3,8.4,Enzo,3,0.45999999999999996,19.32
Jorge Luiz Frello Filho,2,5,379,100.0,100.0,9,0.38,85955,,,0,0,-3,3,254.1,142,97,,,1,3,3.3,3.3,3,0.96,0.04,2.85,0.12,1.89,24.41,1.03,0.08,Jorge Luiz,2.8,108,54,23,0.97,2,73.9,203,103,130,False,386.4,175,72,2127,,2023-03-02T00:00:07.754347Z,5.5,80,42,0,0,,0,,85955.jpg,2.5,233,90,0,0,0.0,Frello Filho,1.9,136,47,False,,24,1.02,a,1,3,97.0,278,146,79,449419,0,603430,0,0.5,13.9,Jorginho,4,0.45454545454545453,35.90909090909091
Bobby De Cordova-Reid,1,3,289,100.0,100.0,8,0.29,96994,,,0,0,-1,1,326.6,110,81,,,0,3,1.2,1.0,0,1.49,0.05,5.4,0.19,3.91,46.78,1.7,0.14,Bobby,1.0,290,138,40,1.46,4,119.7,96,67,205,False,365.2,192,80,2473,,2022-10-29T19:30:07.541813Z,5.5,121,65,0,0,,0,,96994.jpg,2.5,232,89,0,0,0.0,De Cordova-Reid,0.1,421,150,False,,29,1.06,a,9,54,508.0,60,37,90,73739,0,75033,0,0.2,16.7,De Cordova-Reid,8,0.45454545454545453,40.90909090909091
Darwin Núñez Ribeiro,5,8,310,75.0,75.0,7,0.37,447203,,,0,0,-4,4,336.9,105,10,,,1,4,2.0,1.7,0,2.66,0.14,14.81,0.79,12.15,28.62,1.53,0.65,Darwin,1.3,249,35,22,1.18,9,186.0,37,10,297,False,458.2,133,14,1684,Toe Injury - 75% chance of playing,2023-05-15T22:30:08.790165Z,7.5,11,6,0,0,,0,,447203.jpg,3.4,120,17,1,0,0.0,Núñez Ribeiro,6.4,60,11,False,,19,1.02,d,12,14,1078.0,11,7,100,4112461,0,5508676,0,0.2,11.6,Darwin,1,0.4533333333333333,45.33333333333333
Adam Smith,1,5,400,100.0,100.0,7,0.21,54469,,,0,0,-2,2,261.6,136,27,,,1,2,0.7,0.7,1,1.57,0.05,2.07,0.07,0.5,54.01,1.65,0.02,Adam,1.2,251,80,58,1.78,0,75.7,193,51,57,False,406.2,159,58,2940,,2023-03-11T21:30:08.400437Z,4.5,537,124,0,0,,0,,54469.jpg,2.0,311,113,0,0,0.0,Smith,0.2,366,138,False,,34,1.04,a,3,91,88.0,290,88,74,66284,0,69055,0,0.3,17.2,Smith,11,0.4444444444444444,32.888888888888886
Trevoh Chalobah,0,1,318,100.0,100.0,5,0.28,180736,,,0,0,-6,6,93.5,301,93,,,0,2,0.9,0.8,1,0.32,0.02,1.14,0.07,0.82,30.99,1.74,0.05,Trevoh,1.3,246,78,24,1.35,0,48.7,282,97,141,False,283.6,238,90,1601,,2022-08-31T08:30:06.535126Z,4.5,496,104,1,0,,0,,180736.jpg,2.0,317,118,0,0,0.0,Chalobah,0.6,247,87,False,,18,1.01,a,6,8,108.0,268,75,49,175599,0,186691,0,0.3,11.1,Chalobah,4,0.4444444444444444,21.777777777777775
Nathaniel Clyne,0,0,246,100.0,100.0,3,0.16,57328,,,0,0,0,0,124.9,250,66,,,0,2,0.0,0.0,0,0.6,0.03,0.6,0.03,0.0,26.26,1.44,0.0,Nathaniel,0.0,609,239,23,1.26,0,33.6,348,123,157,False,203.6,302,120,1638,,2023-04-14T14:30:07.072449Z,4.5,342,59,0,0,,0,,57328.jpg,2.0,318,119,0,0,0.0,Clyne,0.1,406,152,False,,19,1.04,a,7,31,8.0,444,163,44,23422,0,32002,0,0.0,9.8,Clyne,3,0.4444444444444444,19.555555555555554
Scott McKenna,0,0,275,0.0,0.0,5,0.29,168281,,,0,0,-1,1,93.9,299,91,,,0,2,0.0,0.0,0,0.42,0.02,0.49,0.02,0.07,28.95,1.66,0.0,Scott,0.0,582,231,32,1.83,0,41.8,313,107,385,False,278.8,244,93,1570,Shoulder injury - Expected back 01 Jul,2023-04-22T17:30:08.720431Z,4.5,493,101,0,0,,0,,168281.jpg,2.0,316,117,0,0,0.0,McKenna,0.1,461,172,False,,19,1.09,i,16,17,46.0,365,130,40,15989,0,25002,0,0.0,9.1,McKenna,4,0.4444444444444444,17.77777777777778
Cheick Doucouré,3,3,411,100.0,100.0,7,0.23,438464,,,0,0,0,0,345.8,102,76,,,0,3,2.2,2.2,2,1.22,0.04,2.67,0.09,1.45,40.18,1.31,0.05,Cheick,2.2,150,71,41,1.33,0,97.6,136,85,514,False,471.4,126,55,2770,,2023-03-04T18:00:08.878516Z,5.0,210,117,0,0,,0,,438464.jpg,2.2,280,109,1,0,0.0,Doucouré,0.1,439,159,False,,34,1.1,a,7,31,157.0,210,123,74,23178,0,29366,0,0.4,14.8,C.Doucouré,8,0.44000000000000006,32.56
Odsonne Edouard,2,5,225,100.0,100.0,5,0.25,199670,,,0,0,-5,5,227.7,158,20,,,0,4,2.8,2.6,2,0.8,0.04,4.94,0.25,4.14,24.19,1.22,0.21,Odsonne,2.6,122,19,25,1.26,5,111.5,109,19,166,False,351.6,199,19,1788,,2023-04-09T23:00:08.523466Z,5.5,198,55,0,0,3.0,0,,199670.jpg,2.3,262,35,0,0,0.0,Edouard,2.0,134,22,False,,20,1.01,a,7,31,544.0,54,22,82,877397,0,993269,0,0.5,16.4,Edouard,3,0.41818181818181815,34.29090909090909
Michail Antonio,3,4,222,100.0,100.0,5,0.25,57531,,,0,0,-6,6,207.7,174,25,,,0,4,2.2,2.2,2,0.58,0.03,7.27,0.36,6.69,29.47,1.46,0.33,Michail,2.2,153,23,29,1.43,5,107.0,112,20,458,False,305.8,219,22,1822,,2023-05-19T22:00:09.935532Z,6.0,43,20,0,0,,0,,57531.jpg,2.5,234,29,0,0,0.0,Antonio,1.5,155,29,False,,21,1.04,a,19,21,559.0,52,20,84,326532,0,634970,0,0.3,12.2,Antonio,2,0.4166666666666667,35.0
Ryan Yates,3,0,177,100.0,100.0,5,0.25,204968,,,0,0,0,0,97.3,293,160,,,0,3,2.0,1.8,1,0.43,0.02,2.42,0.12,1.99,29.34,1.44,0.1,Ryan,1.8,196,90,36,1.77,0,53.1,268,119,387,False,206.8,299,123,1833,,2023-03-18T00:30:09.069942Z,5.0,203,113,0,0,,0,,204968.jpg,2.0,329,130,0,0,0.0,Yates,0.0,571,227,False,,21,1.03,a,16,17,233.0,160,95,53,7118,0,10218,0,0.4,10.6,Yates,5,0.4,21.200000000000003
Ryan Christie,2,2,225,,,3,0.15,158499,,,0,0,-2,2,421.7,74,62,,,0,3,2.0,1.9,2,2.07,0.1,4.96,0.24,2.89,30.87,1.52,0.14,Ryan,2.4,132,65,35,1.73,1,110.5,110,72,69,False,282.0,241,101,1825,,,5.0,144,76,0,0,,0,,158499.jpg,2.0,332,133,0,0,0.0,Christie,0.1,505,196,False,,22,1.08,a,3,91,400.0,89,57,64,8856,0,12897,0,0.5,12.1,Christie,2,0.4,25.6
Idrissa Gueye,1,1,357,100.0,100.0,8,0.28,80801,,,0,0,-3,3,193.7,180,113,,,0,3,1.7,2.1,3,0.83,0.03,1.54,0.05,0.71,49.99,1.75,0.02,Idrissa,1.6,218,104,45,1.57,0,65.3,230,111,611,False,399.2,165,68,2577,,2022-11-05T22:00:08.529674Z,5.0,298,178,0,0,,0,,80801.jpg,2.0,324,126,0,0,0.0,Gueye,0.1,493,187,False,,32,1.12,a,8,11,61.0,332,165,66,16978,0,14849,0,0.3,14.0,Gueye,7,0.4,26.400000000000002
Kai Havertz,1,13,301,100.0,100.0,9,0.32,219847,,,0,0,-6,6,513.3,55,3,,,1,3,0.9,0.8,1,2.75,0.1,14.33,0.51,11.58,38.25,1.34,0.41,Kai,1.3,248,34,31,1.09,7,199.3,29,8,145,False,470.2,129,13,2565,,2023-04-25T13:30:08.364738Z,7.5,28,13,0,0,1.0,0,,219847.jpg,2.9,178,24,0,0,0.0,Havertz,3.2,104,16,False,,30,1.05,a,6,8,1012.0,15,10,102,1575452,0,1755945,0,0.2,13.8,Havertz,5,0.38666666666666666,39.44
Orel Mangala,1,0,190,100.0,100.0,5,0.29,179519,,,0,0,-1,1,61.6,353,185,,,0,3,3.2,3.0,2,0.7,0.04,1.27,0.07,0.57,29.46,1.72,0.03,Orel,3.0,92,45,24,1.4,1,32.8,353,156,536,False,191.4,312,130,1543,,2022-11-09T22:30:09.935162Z,5.0,238,137,0,0,,0,,179519.jpg,1.9,340,138,0,0,0.0,Mangala,0.0,605,241,False,,20,1.17,a,16,17,75.0,311,156,50,3277,0,6129,0,0.6,10.2,Mangala,3,0.38,19.0
Fabio Henrique Tavares,2,0,394,100.0,100.0,11,0.37,116643,,,0,0,-3,3,302.0,118,86,,,0,3,3.2,3.5,4,1.87,0.06,2.57,0.08,0.7,39.21,1.32,0.02,Fabio Henrique,2.5,127,63,34,1.15,0,79.0,179,98,282,False,379.2,182,75,2666,,2023-02-04T23:30:08.391451Z,5.0,159,88,0,0,3.0,0,,116643.jpg,1.9,343,141,0,0,0.0,Tavares,0.8,217,72,False,,31,1.05,a,12,14,109.0,266,140,70,105719,0,169205,0,0.5,13.5,Fabinho,11,0.38,26.6
Harvey Elliott,2,2,286,100.0,100.0,5,0.28,444884,,,0,0,-2,2,372.3,93,69,,,0,3,2.0,1.8,0,4.31,0.24,6.43,0.36,2.12,26.07,1.47,0.12,Harvey,0.8,303,146,20,1.12,1,99.4,128,79,294,False,257.0,262,110,1600,,2022-12-31T08:30:08.114482Z,5.0,291,174,0,0,,0,,444884.jpg,1.9,338,136,0,0,0.0,Elliott,0.5,259,86,False,,18,1.01,a,12,14,363.0,103,65,62,282220,0,271327,0,0.2,12.9,Elliott,2,0.38,23.56
Boubacar Kamara,1,0,235,100.0,100.0,3,0.15,226944,,,0,0,-2,2,123.4,252,147,,,0,3,1.0,1.2,2,0.92,0.05,1.07,0.06,0.15,33.05,1.68,0.01,Boubacar,1.2,257,119,30,1.52,0,43.9,305,138,53,False,275.8,247,104,1773,,2023-04-05T09:30:06.857573Z,5.0,284,170,0,0,,0,,226944.jpg,1.8,360,150,0,0,0.0,Kamara,0.1,453,167,False,,21,1.07,a,2,7,39.0,382,185,44,13468,0,25542,0,0.3,9.2,Kamara,4,0.36,15.84
Conor Gallagher,1,7,279,100.0,100.0,4,0.22,232787,5.0,,0,0,-4,4,343.5,104,78,,,0,3,2.5,2.3,2,1.73,0.1,4.28,0.24,2.55,30.95,1.73,0.14,Conor,2.8,107,53,23,1.29,3,104.3,117,75,148,False,379.8,181,74,1608,,2022-10-19T22:30:07.006380Z,5.5,99,52,0,0,,0,,232787.jpg,1.9,346,144,1,0,0.0,Gallagher,0.7,227,74,False,,18,1.01,a,6,8,321.0,113,72,66,117548,0,217511,0,0.5,11.8,Gallagher,9,0.34545454545454546,22.8
